raw_SMILES,reaxys_id,SMILES,cas_number
ClC1=CC(Br)=NC=C1,5328363,Clc1ccnc(Br)c1,22918-01-0
NC1=NC(Cl)=NC=C1Br,8051001,Nc1nc(Cl)ncc1Br,205672-25-9
FC1=CC(Br)=NC=C1,14158224,Fc1ccnc(Br)c1,357927-50-5
COC1=C(C(\C=C\N(C)C)=C(Br)C=N1)N(=O)=O,15423086,COc1ncc(Br)c(/C=C/N(C)C)c1[N+](=O)[O-],0
ClC1=NC2=CC(Br)=CC=C2N=C1,126581,Clc1cnc2ccc(Br)cc2n1,89891-65-6
BrC1=C2C=CC=NC2=C2N=CC=CC2=C1,154748,Brc1cc2cccnc2c2ncccc12,40000-20-2
BrC1=CN=C(N=C1)C#N,775324,N#Cc1ncc(Br)cn1,38275-57-9
BrC1=CC2=C(C=C1)C(C=O)=CN2,1526171,O=Cc1c[nH]c2cc(Br)ccc12,17826-04-9
ClC1=NC=NC2=CC=C(Br)C=C12,133115,Clc1ncnc2ccc(Br)cc12,38267-96-8
BrCC1=CN=C(Br)C=C1,1635694,BrCc1ccc(Br)nc1,101990-45-8
CC(C)(C)OC(=O)N1CCN(CC1)C1=NC=C(Br)C=C1,9635624,CC(C)(C)OC(=O)N1CCN(c2ccc(Br)cn2)CC1,153747-97-8
COC1=NC=CC(Br)=C1,115199,COc1cc(Br)ccn1,100367-39-3
OC(=O)C1=C(Br)SC=C1,116204,O=C(O)c1ccsc1Br,24287-95-4
FC1=NC=CC=C1Br,1634988,Fc1ncccc1Br,36178-05-9
NCC1=CN=CC(Br)=C1,13656043,NCc1cncc(Br)c1,135124-70-8
NC1=NC=C(Br)C(=C1)C(F)(F)F,15519034,Nc1cc(C(F)(F)F)c(Br)cn1,944401-56-3
BrC1=NC(=CC(=C1)C1=CC=CC=C1)C1=CC=CC=C1,22917148,Brc1cc(-c2ccccc2)cc(-c2ccccc2)n1,1291081-25-8
CCOC(=O)C1=CC(Br)=CN=C1,131473,CCOC(=O)c1cncc(Br)c1,20986-40-7
FC(F)C1=CC=C(Br)C=N1,14537702,FC(F)c1ccc(Br)cn1,845827-13-6
COC1=C(C(C)=C(Br)C=N1)N(=O)=O,15423060,COc1ncc(Br)c(C)c1[N+](=O)[O-],884495-14-1
BrC1=CC=C2N(C3=CC=CC=C3C2=C1)C1=CC(=CC=C1)C1=CC=CC=C1,28411586,Brc1ccc2c(c1)c1ccccc1n2-c1cccc(-c2ccccc2)c1,0
BrC1=COC(C=O)=C1,1280977,O=Cc1cc(Br)co1,21921-76-6
CC(C)CC(=O)NC1=CC(Br)=CN=C1,23294874,CC(C)CC(=O)Nc1cncc(Br)c1,1266227-13-7
BrC1=CC=C(S1)C1=CC=CS1,4178692,Brc1ccc(-c2cccs2)s1,3480-11-3
BrC1=CC2=C(NC=N2)C=C1,3257,Brc1ccc2[nH]cnc2c1,4887-88-1
ClC1=NC=C(Br)C=C1C#N,9386852,N#Cc1cc(Br)cnc1Cl,405224-23-9
ClC1=NC=C(Br)C(NC2CCCC2)=N1,11797785,Clc1ncc(Br)c(NC2CCCC2)n1,733039-20-8
COC1=NC=C(Br)C2=C1N(C=C2)S(=O)(=O)C1=CC=C(C)C=C1,23767670,COc1ncc(Br)c2ccn(S(=O)(=O)c3ccc(C)cc3)c12,1445993-85-0
CC(C)(C)OC(=O)NC1=NC=C(Br)S1,8255996,CC(C)(C)OC(=O)Nc1ncc(Br)s1,405939-39-1
BrC1=CC2=C(C=C1)N(C1=C2C=C(C=C1)C1=CC=CC=C1)C1=CC=CC=C1,19325698,Brc1ccc2c(c1)c1cc(-c3ccccc3)ccc1n2-c1ccccc1,1160294-85-8
BrC1=NC=CC(C=O)=C1,4243166,O=Cc1ccnc(Br)c1,118289-17-1
COC(=O)C1=C(Br)SC=C1,116080,COC(=O)c1ccsc1Br,76360-43-5
ClC1=CC=CN=C1Br,1561638,Clc1cccnc1Br,96424-68-9
BrC1=CC2=C(C=NN2)N=C1,20247269,Brc1cnc2cn[nH]c2c1,1150617-54-1
BrC1=CNC2=NC=CC=C12,119335,Brc1c[nH]c2ncccc12,74420-15-8
CCOC(=O)NC(=S)NC1=NC(Br)=CC=C1,18991170,CCOC(=O)NC(=S)Nc1cccc(Br)n1,1010120-59-8
BrC1=CC=C2N=CC=NC2=C1,117319,Brc1ccc2nccnc2c1,50998-17-9
ClC1=CC(Br)=CN=C1,1561300,Clc1cncc(Br)c1,73583-39-8
BrC1=CC=C2OC3=CC=C(C=C3C2=C1)N1C2=CC=CC=C2C2=CC=CC=C12,22184483,Brc1ccc2oc3ccc(-n4c5ccccc5c5ccccc54)cc3c2c1,1100752-07-5
FC1(F)CCN(CC2=CN=CC(Br)=C2)C1,23460177,FC1(F)CCN(Cc2cncc(Br)c2)C1,1428065-38-6
NC1=NC=C(Br)C=C1N(=O)=O,383851,Nc1ncc(Br)cc1[N+](=O)[O-],6945-68-2
ClC1=NC2=CC=C(Br)C=C2C=C1,120165,Clc1ccc2cc(Br)ccc2n1,1810-71-5
OC(=O)C1=CN=C(Cl)C(Br)=C1,472863,O=C(O)c1cnc(Cl)c(Br)c1,29241-62-1
CC(C)(C)OC(=O)NC1=CC=C(Br)C=N1,9697699,CC(C)(C)OC(=O)Nc1ccc(Br)cn1,159451-66-8
CC1=CN=C(Br)S1,109575,Cc1cnc(Br)s1,41731-23-1
OC(=O)C1=NC=C(Br)C=N1,121432,O=C(O)c1ncc(Br)cn1,37131-87-6
CN1C=CN=C1Br,606500,Cn1ccnc1Br,16681-59-7
BrC1=NC=C(S1)C=O,11211563,O=Cc1cnc(Br)s1,464192-28-7
BrC1=CN=CC(CN2C(=O)C3=C(C=CC=C3)C2=O)=C1,14301097,O=C1c2ccccc2C(=O)N1Cc1cncc(Br)c1,219660-71-6
CC1=C(N)C=C(Br)C=N1,18665548,Cc1ncc(Br)cc1N,914358-73-9
NC1=C(F)C=C(Br)C=N1,9695150,Nc1ncc(Br)cc1F,0
NC1=NC(Br)=CN=C1,24698416,Nc1cncc(Br)n1,0
ClC1=NC2=CC=C(Br)C=C2S1,127762,Clc1nc2ccc(Br)cc2s1,80945-86-4
CC1=NC2=CC(Br)=CC=C2S1,1072752,Cc1nc2cc(Br)ccc2s1,63837-11-6
ClC1=C(C=NC2=CC=C(Br)C=C12)N(=O)=O,14402862,O=[N+]([O-])c1cnc2ccc(Br)cc2c1Cl,723281-72-9
CC(C)(C)OC(=O)N1CCC[C@H]1C1=NC=C(Br)N1,20748789,CC(C)(C)OC(=O)N1CCC[C@H]1c1ncc(Br)[nH]1,1007882-59-8
FC1=NC=C(Br)C=N1,742204,Fc1ncc(Br)cn1,62802-38-4
BrC1=CC=C(S1)N(=O)=O,120955,O=[N+]([O-])c1ccc(Br)s1,13195-50-1
CC(C)(C)[Si](C)(C)OCC1=NC(Br)=CC=C1,4181160,CC(C)(C)[Si](C)(C)OCc1cccc(Br)n1,150058-63-2
ClC1=C(N=CC=C1)N1C=CC(Br)=N1,11247913,Clc1cccnc1-n1ccc(Br)n1,500011-85-8
CC1=NNC=C1Br,1850,Cc1n[nH]cc1Br,13808-64-5
BrC1=C(N=CC=C1)C#N,472035,N#Cc1ncccc1Br,55758-02-6
CC1=CNC2=C1C=C(Br)C=C2,1238894,Cc1c[nH]c2ccc(Br)cc12,10075-48-6
ClC1=CC=C(Br)S1,109897,Clc1ccc(Br)s1,2873-18-9
BrC1=CC2=C(SC=N2)C=C1,1210223,Brc1ccc2scnc2c1,768-11-6
CC(C)(C)OC(=O)NC1=NC=CC(Br)=C1,5007114,CC(C)(C)OC(=O)Nc1cc(Br)ccn1,207799-10-8
FC1=CC(F)=C(C=C1)C(=O)C(F)(F)C1=NC=C(Br)C=C1,8779729,O=C(c1ccc(F)cc1F)C(F)(F)c1ccc(Br)cn1,294182-06-2
CC(C)(C)OC(=O)N1CCC(CC1)N1C=C(Br)C=N1,14511017,CC(C)(C)OC(=O)N1CCC(n2cc(Br)cn2)CC1,877399-50-3
CN1C=CC2=C1C=C(Br)C=C2,9042818,Cn1ccc2ccc(Br)cc21,125872-95-9
OC(=O)C1=NC=C(Br)C=C1Cl,22627684,O=C(O)c1ncc(Br)cc1Cl,1189513-51-6
BrC1=NC=CN1,105853,Brc1ncc[nH]1,16681-56-4
CC1=C(Br)C=CS1,105881,Cc1sccc1Br,30319-05-2
CS(=O)(=O)C1=CC=C(C=C1)C1=C(SC(Br)=C1)C1=CC=C(F)C=C1,7386072,CS(=O)(=O)c1ccc(-c2cc(Br)sc2-c2ccc(F)cc2)cc1,88149-94-4
COC1=C(Br)C=NC(Cl)=N1,880106,COc1nc(Cl)ncc1Br,57054-92-9
COC(=O)C1=C(Br)C=NC(SC)=N1,910703,COC(=O)c1nc(SC)ncc1Br,50593-91-4
BrC1=C2C=NC=CC2=CC=C1,1237969,Brc1cccc2ccncc12,63927-22-0
OCC1=CN=C(Br)C=C1,6643391,OCc1ccc(Br)nc1,122306-01-8
CC1=NNC2=CC=C(Br)C=C12,10424854,Cc1n[nH]c2ccc(Br)cc12,552331-16-5
COC1=NC=C(Br)C=C1N,15640689,COc1ncc(Br)cc1N,884495-39-0
ClC(=O)C1=CC(Br)=NN1C1=C(Cl)C=CC=N1,19397072,O=C(Cl)c1cc(Br)nn1-c1ncccc1Cl,943982-60-3
BrC1=CC=C2C=CNC2=N1,5424619,Brc1ccc2cc[nH]c2n1,143468-13-7
CC1=C2N=C(OC(=O)C2=CC(Cl)=C1)C1=CC(Br)=NN1C1=C(Cl)C=CC=N1,11247921,Cc1cc(Cl)cc2c(=O)oc(-c3cc(Br)nn3-c3ncccc3Cl)nc12,500011-87-0
CC1=C(Br)C=CN=C1,385892,Cc1cnccc1Br,10168-00-0
OC(=O)C1=CC2=CC(Br)=CC=C2N1,153253,O=C(O)c1cc2cc(Br)ccc2[nH]1,7254-19-5
BrC1=NNC2=CC=CC=C12,3704,Brc1n[nH]c2ccccc12,40598-94-5
BrC1=CN=CC(OCC2=CC=CC=C2)=C1,8055393,Brc1cncc(OCc2ccccc2)c1,130722-95-1
BrC1=CC2=C(OC3=C2C=C(I)C=C3)C=C1,19048800,Brc1ccc2oc3ccc(I)cc3c2c1,916435-41-1
COC(=O)C1=CSC(Br)=N1,7288857,COC(=O)c1csc(Br)n1,170235-26-4
CCOC(=O)C1=CC(Br)=NN1C1=NC=CC=C1Cl,11415846,CCOC(=O)c1cc(Br)nn1-c1ncccc1Cl,500011-92-7
CC1=NC(Br)=CC=C1F,11426933,Cc1nc(Br)ccc1F,0
BrC1=NC=NC2=C1N=CN2,511864,Brc1ncnc2[nH]cnc12,767-69-1
COC(=O)C1=NC=CC=C1Br,472354,COC(=O)c1ncccc1Br,53636-56-9
CC1=NC=C(Br)S1,109627,Cc1ncc(Br)s1,57268-16-3
BrC1=C2SC=CC2=CC=C1,114749,Brc1cccc2ccsc12,1423-61-6
CC(=O)C1=CC(Br)=CS1,114143,CC(=O)c1cc(Br)cs1,7209-11-2
COC(=O)C1=CC(Br)=CS1,1238217,COC(=O)c1cc(Br)cs1,62224-16-2
CC(C)(C)OC(=O)NC1=NC(Br)=CC=C1,5007113,CC(C)(C)OC(=O)Nc1cccc(Br)n1,344331-90-4
CCOC(=O)C(F)(F)C1=NC=C(Br)C=C1,8764951,CCOC(=O)C(F)(F)c1ccc(Br)cn1,294181-95-6
NC1=NC=C(Br)C(F)=C1,15519016,Nc1cc(F)c(Br)cn1,944401-69-8
COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC=C(Br)N1,20910300,COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(Br)[nH]1)C(C)C,1292836-05-5
CC1=C(Cl)N=CC(Br)=C1,1562796,Cc1cc(Br)cnc1Cl,29241-60-9
CN1N=NC(=N1)C1=CC=C(Br)C=N1,9900586,Cn1nnc(-c2ccc(Br)cn2)n1,380380-64-3
BrC1=CC=CN=N1,107021,Brc1cccnn1,88491-61-6
COC1=CC(Br)=NC=C1,1423380,COc1ccnc(Br)c1,89488-29-9
CC1=CC=C(Br)O1,3536797,Cc1ccc(Br)o1,123837-09-2
COC(=O)C1=CC=C2C(NC(Br)=C2C2CCCCC2)=C1,10017180,COC(=O)c1ccc2c(C3CCCCC3)c(Br)[nH]c2c1,494799-19-8
FC1=CC(Br)=CN=C1F,13412561,Fc1cc(Br)cnc1F,0
CC1=NC(Br)=CS1,9385683,Cc1nc(Br)cs1,298694-30-1
CC(C)(C)OC(=O)N1CCC[C@H]1C1=NC(Br)=CN1,15627741,CC(C)(C)OC(=O)N1CCC[C@H]1c1nc(Br)c[nH]1,1007882-59-8
CC1=CC2=CC(Br)=CC=C2N1,116647,Cc1cc2cc(Br)ccc2[nH]1,1075-34-9
BrC1=CC=C(S1)C#N,1423162,N#Cc1ccc(Br)s1,2160-62-5
NC1=NC=C(Br)C(Cl)=C1,15519015,Nc1cc(Cl)c(Br)cn1,942947-94-6
OC(=O)C1=C(Br)C=NC=C1,472178,O=C(O)c1ccncc1Br,13959-02-9
CCOC(=O)C1=CN=C2C=CC(Br)=CC2=C1Cl,9400663,CCOC(=O)c1cnc2ccc(Br)cc2c1Cl,206257-39-8
CC(C)(C)C(=O)NC1=CN=CC(Br)=C1,23338988,CC(C)(C)C(=O)Nc1cncc(Br)c1,873302-39-7
OC(=O)C1=CSC=C1Br,114162,O=C(O)c1cscc1Br,16694-17-0
NC1=NC=C(Br)N=C1C#N,743927,N#Cc1nc(Br)cnc1N,17231-51-5
FC1=NC=C(Br)C=C1C=O,14515665,O=Cc1cc(Br)cnc1F,875781-15-0
ClC1=NC2=C(SC=C2Br)C(Cl)=N1,518549,Clc1nc(Cl)c2scc(Br)c2n1,41102-25-4
BrC1=CSC(C=O)=N1,7914824,O=Cc1nc(Br)cs1,167366-05-4
COC(=O)CSC1=NN=C(Br)N1C1=C2C=CC=CC2=C(C=C1)C1CC1,12932438,COC(=O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,0
COC(=O)C1=CC=NC=C1Br,472356,COC(=O)c1ccncc1Br,59786-31-1
COC(=O)C1=C(Br)C=CS1,1307784,COC(=O)c1sccc1Br,26137-08-6
ClC1=NC=CC2=CC(Br)=CC=C12,8254402,Clc1nccc2cc(Br)ccc12,205055-63-6
COC(=O)C1=C(C)SC(Br)=N1,13490227,COC(=O)c1nc(Br)sc1C,0
BrC1=CC2=CC=CC=C2C=N1,113027,Brc1cc2ccccc2cn1,34784-02-6
CN1C=C2C=C(Br)C=CC2=N1,121581,Cn1cc2cc(Br)ccc2n1,465529-56-0
CCSC1=CC(Br)=CN=C1C(O)=O,29270522,CCSc1cc(Br)cnc1C(=O)O,0
CC1=CN=C(N)C(Br)=C1,471829,Cc1cnc(N)c(Br)c1,17282-00-7
CN1C=NC(Br)=N1,606289,Cn1cnc(Br)n1,56616-91-2
BrC1=CC=C2C=CN=CC2=C1,1237854,Brc1ccc2ccncc2c1,58794-09-5
BrC1=CC2=C(C=C1)N(N=C2)C1CCCCO1,11407208,Brc1ccc2c(cnn2C2CCCCO2)c1,0
FC(F)(F)C1=CC(Br)=CC=N1,19429224,FC(F)(F)c1cc(Br)ccn1,887583-90-6
COC(=O)C1=NC=C(Br)C=N1,135326,COC(=O)c1ncc(Br)cn1,89581-38-4
NC1=C(Br)C=C(Cl)C=N1,472264,Nc1ncc(Cl)cc1Br,26163-03-1
BrC1=CN=C2C=CC=NN12,607435,Brc1cnc2cccnn12,18087-73-5
ClC1=CC=CC(Br)=N1,1634772,Clc1cccc(Br)n1,5140-72-7
BrC1=CC2=C(NC=C2I)N=C1,12050362,Brc1cnc2[nH]cc(I)c2c1,757978-18-0
BrC1=NC(C2=CC=C(C=C2)C2=CC=CC=C2)=C2C=CC=CC2=N1,29908744,Brc1nc(-c2ccc(-c3ccccc3)cc2)c2ccccc2n1,0
BrC1=CC(NC(=O)C2=CC=CC=C2)=CN=C1,394441,O=C(Nc1cncc(Br)c1)c1ccccc1,15862-47-2
CC(C)(O)C1=NC=C(Br)C=C1,8541908,CC(C)(O)c1ccc(Br)cn1,290307-40-3
COC1=NC2=C(C=C(Br)C=C2)C=C1CC1=CC=CC=C1,10554543,COc1nc2ccc(Br)cc2cc1Cc1ccccc1,654655-69-3
CC1=CC=C(Br)C(C)=N1,111006,Cc1ccc(Br)c(C)n1,3430-31-7
NNC1=NC(Br)=CC=C1,386966,NNc1cccc(Br)n1,26944-71-8
BrCC1=CC=CC(Br)=N1,1635681,BrCc1cccc(Br)n1,83004-10-8
CC(=O)C1=CNC2=C1C=C(Br)C=C2,8764895,CC(=O)c1c[nH]c2ccc(Br)cc12,19620-90-7
OC1=NC=CC=C1Br,109846,Oc1ncccc1Br,13466-43-8
OC(=O)C1=CSC(Br)=C1,114174,O=C(O)c1csc(Br)c1,100523-84-0
BrC1=CC(=NC=C1)C1=CC=CC=C1,6767567,Brc1ccnc(-c2ccccc2)c1,98420-98-5
BrC1=CC2=C(C=CO2)C=C1,7632793,Brc1ccc2ccoc2c1,128851-73-0
CC(C)(C)OC(=O)NCCNC1=NC(Cl)=NC=C1Br,23879248,CC(C)(C)OC(=O)NCCNc1nc(Cl)ncc1Br,1374635-31-0
CC1=C(Br)C=NC(=C1)C1=CC=CC=C1,26523038,Cc1cc(-c2ccccc2)ncc1Br,31686-64-3
BrC1=CC2=CC=CC=C2O1,112801,Brc1cc2ccccc2o1,54008-77-4
OC(=O)C1=CC2=CC=C(Br)C=C2N1,152677,O=C(O)c1cc2ccc(Br)cc2[nH]1,16732-65-3
BrC1=CC=C2NC(=CC2=C1)C1=CC=CC=C1,4674235,Brc1ccc2[nH]c(-c3ccccc3)cc2c1,83515-06-4
FC(F)(F)C1=C(Br)C=CC=N1,9477898,FC(F)(F)c1ncccc1Br,590371-58-7
CC1=CC=C(C=C1)S(=O)(=O)N1C=C(I)C2=C1N=CC(Br)=C2,14504435,Cc1ccc(S(=O)(=O)n2cc(I)c3cc(Br)cnc32)cc1,875639-15-9
NC(CC1=CNC2=C1C=C(Br)C=C2)C(O)=O,22755,NC(Cc1c[nH]c2ccc(Br)cc12)C(=O)O,6548-09-0
CC1=C2N=CC=CC2=C(Br)C=C1,121017,Cc1ccc(Br)c2cccnc12,74316-55-5
CC1=CSC(Br)=N1,107628,Cc1csc(Br)n1,7238-61-1
CC1=NC2=C(S1)C=C(Br)C=C2,120558,Cc1nc2ccc(Br)cc2s1,5304-21-2
OC1=C(C=NC2=CC=C(Br)C=C12)N(=O)=O,205708,O=[N+]([O-])c1cnc2ccc(Br)cc2c1O,853908-50-6
ClC1=CN=C(Br)C(Cl)=C1,1681241,Clc1cnc(Br)c(Cl)c1,14482-51-0
ClC1=CN=C(Br)C=N1,23228685,Clc1cnc(Br)cn1,912773-21-8
OC(=O)C1=NNC2=CC=C(Br)C=C12,10872,O=C(O)c1n[nH]c2ccc(Br)cc12,1077-94-7
BrC1=CN=C2C=CC=CN12,606911,Brc1cnc2ccccn12,4926-47-0
CN1C=NC2=CC=C(Br)C=C12,908504,Cn1cnc2ccc(Br)cc21,53484-16-5
NC1=NC=C(F)C=C1Br,10654982,Nc1ncc(F)cc1Br,869557-43-7
BrC1=CC=C2OC=NC2=C1,14124151,Brc1ccc2ocnc2c1,132244-31-6
BrC1=CNC2=CC=CC=C12,114937,Brc1c[nH]c2ccccc12,1484-27-1
CC1=CC=C(C=C1)S(=O)(=O)N1C=CC2=NC(Br)=CN=C12,19735389,Cc1ccc(S(=O)(=O)n2ccc3nc(Br)cnc32)cc1,1201186-54-0
BrC1=CC=CN(=O)=C1,107678,[O-][n+]1cccc(Br)c1,2402-97-3
BrC1=CNC(C=O)=C1,1524336,O=Cc1cc(Br)c[nH]1,931-33-9
COC1=NC=C(Br)C(C)=C1,6798708,COc1cc(C)c(Br)cn1,164513-39-7
CC(C)NC1=CC(Br)=CN=C1,19927440,CC(C)Nc1cncc(Br)c1,1201643-57-3
BrC1=NC=C(S1)N(=O)=O,4856,O=[N+]([O-])c1cnc(Br)s1,3034-48-8
BrC1=CC(I)=CN=C1,108478,Brc1cncc(I)c1,233770-01-9
CCOC(=O)C1=CC2=C(C=C1)N=C(Br)S2,185115,CCOC(=O)c1ccc2nc(Br)sc2c1,99073-88-8
BrC1=CC2=C(C=C1)N(CC1=CC=CC=C1)C=C2,1346331,Brc1ccc2c(ccn2Cc2ccccc2)c1,10075-51-1
OB(O)C1=CN=C(Br)C=C1,9119918,OB(O)c1ccc(Br)nc1,223463-14-7
CC(C)(C)OC(=O)NC1=CC(Br)=CN=C1,9997864,CC(C)(C)OC(=O)Nc1cncc(Br)c1,361550-43-8
FC1=C(Cl)N=CC(Br)=C1,11025017,Fc1cc(Br)cnc1Cl,0
NC1=NC(F)=C(Br)C=C1,15519017,Nc1ccc(Br)c(F)n1,944401-65-4
CC(C)(C)OC(=O)N1CCCC1C1=NC=C(Br)N1,20896777,CC(C)(C)OC(=O)N1CCCC1c1ncc(Br)[nH]1,1352718-88-7
BrC1=CC2=C(C=CC=C2)N(=O)=C1,125235,[O-][n+]1cc(Br)cc2ccccc21,22615-00-5
OC(=O)C1=NC=CC=C1Br,472171,O=C(O)c1ncccc1Br,30683-23-9
CC1=CN=C(Cl)C(Br)=C1,1364290,Cc1cnc(Cl)c(Br)c1,17282-03-0
BrC1=CC=C(S1)C1=CC=C(S1)C=O,5000130,O=Cc1ccc(-c2ccc(Br)s2)s1,110046-60-1
ClC(=O)C1=NC=C(Br)C=C1,10061172,O=C(Cl)c1ccc(Br)cn1,137178-88-2
CC(C)(C)N1N=C(Br)C2=C(N)N=CN=C12,11704851,CC(C)(C)n1nc(Br)c2c(N)ncnc21,862728-61-8
CC(C)(O)C1=CC=CC(Br)=N1,14085412,CC(C)(O)c1cccc(Br)n1,638218-78-7
OC1=C(N=C(Br)C=C1)N(=O)=O,14311426,O=[N+]([O-])c1nc(Br)ccc1O,443956-08-9
COC(=O)C1=C(N)C=C(Br)S1,11011268,COC(=O)c1sc(Br)cc1N,107818-55-3
CC1=NNC2=NC=C(Br)C=C12,11437400,Cc1n[nH]c2ncc(Br)cc12,0
C[C@@H](OC1=C(N)N=CC(Br)=C1)C1=C(Cl)C(F)=CC=C1Cl,12134679,C[C@@H](Oc1cc(Br)cnc1N)c1c(Cl)ccc(F)c1Cl,0
NC1=NNC2=C1C=CC(Br)=C2,14583030,Nc1n[nH]c2cc(Br)ccc12,404827-77-6
ClC1=CC=NC2=CC(Br)=CC=C12,126015,Clc1ccnc2cc(Br)ccc12,75090-52-7
BrC1=CC=C(N=C1)N1CCOCC1,7871953,Brc1ccc(N2CCOCC2)nc1,200064-11-5
ClC1=C2NC=CC2=C(Br)C=N1,9044448,Clc1ncc(Br)c2cc[nH]c12,425380-38-7
CC1=C(C=C(Br)C=N1)N(=O)=O,18450492,Cc1ncc(Br)cc1[N+](=O)[O-],911434-05-4
FC1=C(Br)C(Cl)=CC2=C(Cl)N=C(Cl)N=C12,28150278,Fc1c(Br)c(Cl)cc2c(Cl)nc(Cl)nc12,0
CC1=CC=C(C=C1)S(=O)(=O)N1C=CC2=C1C=CC(Br)=C2,3616207,Cc1ccc(S(=O)(=O)n2ccc3cc(Br)ccc32)cc1,96546-77-9
C[Si](C)(C)CCOCN1C=C(N=C1Br)C#N,14401779,C[Si](C)(C)CCOCn1cc(C#N)nc1Br,854044-51-2
COC(=O)C1=C(N)C=C(F)C(Br)=N1,20071116,COC(=O)c1nc(Br)c(F)cc1N,1052714-13-2
COC(=O)C1=NC=C(Br)C=C1Cl,23405716,COC(=O)c1ncc(Br)cc1Cl,1214336-41-0
OCC1=CC=CN=C1Br,4244299,OCc1cccnc1Br,131747-54-1
NC1=CC2=C(C=CC(Br)=C2)C=N1,10531828,Nc1cc2cc(Br)ccc2cn1,891785-28-7
CC1=CC(Br)=CN=C1C(O)=O,18492489,Cc1cc(Br)cnc1C(=O)O,886365-43-1
NC1=C(C=C(Br)C=N1)S(Cl)(=O)=O,18665549,Nc1ncc(Br)cc1S(=O)(=O)Cl,868963-98-8
CC(C)(C)OC(=O)N1CCC[C@H]1C1=NC2=CC=C(Br)C=C2N1,20106767,CC(C)(C)OC(=O)N1CCC[C@H]1c1nc2ccc(Br)cc2[nH]1,1208007-67-3
COC1=CC=C(Br)C(C)=N1,3538437,COc1ccc(Br)c(C)n1,126717-59-7
CCOC(=O)C1=CC=C(Br)O1,128712,CCOC(=O)c1ccc(Br)o1,6132-37-2
BrC1=CN=C(OCC2=CC=CC=C2)C=C1,165823,Brc1ccc(OCc2ccccc2)nc1,83664-33-9
NC1=C(O)C=C(Br)C=N1,472262,Nc1ncc(Br)cc1O,39903-01-0
BrC1=CC=C2C=NN(C3CCCCO3)C2=C1,19177225,Brc1ccc2cnn(C3CCCCO3)c2c1,1158680-88-6
BrC1=C2N(C3=CC=CC=C3C2=CC=C1)C1=CC=CC=C1,28370259,Brc1cccc2c3ccccc3n(-c3ccccc3)c12,0
CC(C)(C)C1=CC=NC(Br)=C1,4377296,CC(C)(C)c1ccnc(Br)c1,50488-34-1
CN(C)C(=O)C1=NC=C(Br)C=C1,14355273,CN(C)C(=O)c1ccc(Br)cn1,845305-86-4
OC(=O)C1=NC(Br)=CS1,776191,O=C(O)c1nc(Br)cs1,88982-82-5
OCC1=NC=CC(Br)=C1,4244037,OCc1cc(Br)ccn1,131747-45-0
FC1=CC(F)=C(Br)N=C1,10529221,Fc1cnc(Br)c(F)c1,660425-16-1
CC(C)(C)OC(=O)NCC1(CCCCC1)NC1=NC(Cl)=NC=C1Br,23879295,CC(C)(C)OC(=O)NCC1(Nc2nc(Cl)ncc2Br)CCCCC1,1374635-87-6
COC(=O)C1=NC=C(Br)C=C1F,26524039,COC(=O)c1ncc(Br)cc1F,1211538-72-5
COC1=NC=C(Br)C(OC)=N1,144811,COc1ncc(Br)c(OC)n1,56686-16-9
BrC1=NC(C=O)=CS1,1209843,O=Cc1csc(Br)n1,5198-80-1
BrC1=CC2=C(SC3=C2C=CC=C3)C2=C1C=CC=C2,5946250,Brc1cc2c3ccccc3sc2c2ccccc12,76113-28-5
COC(=O)C1=C(Br)C=CC(N)=N1,7527555,COC(=O)c1nc(N)ccc1Br,178876-83-0
COC1=CC(N)=NC=C1Br,22523662,COc1cc(N)ncc1Br,1232431-11-6
NS(=O)(=O)C1=CC=C(Br)S1,130729,NS(=O)(=O)c1ccc(Br)s1,53595-65-6
COC1=C(N)N=CC(Br)=N1,609252,COc1nc(Br)cnc1N,5900-13-0
CN1C=CC2=C1N=CC(Br)=C2,9386526,Cn1ccc2cc(Br)cnc21,183208-22-2
COC(=O)C1=CC2=CC(Br)=CC=C2S1,13905555,COC(=O)c1cc2cc(Br)ccc2s1,7312-11-0
ClC1=NC=C(C=C1Br)N(=O)=O,134986,O=[N+]([O-])c1cnc(Cl)c(Br)c1,5470-17-7
OC1=CC=C(I)N=C1Br,3603433,Oc1ccc(I)nc1Br,129611-32-1
CCOC(=O)C1=C(Br)SC=C1,9695296,CCOC(=O)c1ccsc1Br,0
BrC1=CC2=C(C=C1)N(C=C2)C1=NC=CC=N1,20319315,Brc1ccc2c(ccn2-c2ncccn2)c1,1228147-70-3
CCCCC(CC)CN1C(=O)C2=C(N(CC(CC)CCCC)C(=O)C2=C1C1=CC=CS1)C1=CC=C(Br)S1,21537553,CCCCC(CC)CN1C(=O)C2=C(c3ccc(Br)s3)N(CC(CC)CCCC)C(=O)C2=C1c1cccs1,1308671-90-0
CCSC1=CC(Br)=CN=C1C#N,29370259,CCSc1cc(Br)cnc1C#N,0
NCCC1=CNC2=CC=C(Br)C=C12,143491,NCCc1c[nH]c2ccc(Br)cc12,3610-42-2
